university,total_score_arwu,world_rank_cat_arwu,world_rank_arwu,national_rank_arwu,n_s_arwu,hi_ci_arwu,alumni_arwu,award_arwu,pub_arwu,pcp_arwu,national_rank_kaggle,tuition_kaggle,enrollment_kaggle,city.x,state_natlib,international_students_natlib,type3_natlib,city.y,state_opendoors,international_students_opendoors,size_qs,type1_qs,city.x.x,score_qs,world_rank_qs,research_output_qs,faculty_count_qs,stu_facl_ratio_qs,international_students_qs,state,selectivity,state_top120enrollment,type1_top120enrollment,type2_top120enrollment,enrollment_top120enrollment,city.y.y,state_carnegie,basic2021_carnegie,sizeset2021_carnegie,control_carnegie,enrprofile2021_carnegie,locale_carnegie
Utah Valley University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT,Public,4-year,40936,Orem,UT,18,15,1,3,13
"University of Cincinnati, Main Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OH,Public,4-year,40826,NA,NA,NA,NA,NA,NA,NA
"California State University, Northridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,Public,4-year,40381,NA,NA,NA,NA,NA,NA,NA
"California State University, Long Beach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,Public,4-year,40069,NA,NA,NA,NA,NA,NA,NA
Eastern Gateway Community College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OH,Public,2-year,40036,Steubenville,OH,2,5,1,1,13
Austin Community College District,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,Public,4-year,39896,Austin,TX,14,15,1,2,11
"Georgia Institute of Technology, Main Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA,Public,4-year,39771,NA,NA,NA,NA,NA,NA,NA
Capella University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MN,PrivFp,4-year,38930,Minneapolis,MN,17,15,3,6,11
North Carolina State University at Raleigh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,Public,4-year,36042,Raleigh,NC,15,16,1,4,11
"University of South Carolina, Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC,Public,4-year,35470,NA,NA,NA,NA,NA,NA,NA
The University of Texas at San Antonio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,Public,4-year,34742,San Antonio,TX,15,15,1,4,11
Louisiana State University and Agricultural & Mechanical College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LA,Public,4-year,34285,Baton Rouge,LA,15,16,1,4,12
University of Illinois Chicago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL,Public,4-year,33518,Chicago,IL,15,15,1,5,11
East Los Angeles College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,Public,2-year,33397,Monterey Park,CA,2,5,1,1,21
The University of Texas Rio Grande Valley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,Public,4-year,32441,Edinburg,TX,16,15,1,4,12
"Colorado State University, Fort Collins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO,Public,4-year,32428,NA,NA,NA,NA,NA,NA,NA
University at Buffalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,Public,4-year,32347,Buffalo,NY,15,16,1,5,21
"California State University, Sacramento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,Public,4-year,32293,NA,NA,NA,NA,NA,NA,NA
"University of Massachusetts, Amherst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,Public,4-year,31642,NA,NA,NA,NA,NA,NA,NA
"University of Nevada, Las Vegas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV,Public,4-year,31142,NA,NA,NA,NA,NA,NA,NA
Ashford University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,PrivFp,4-year,31115,NA,NA,NA,NA,NA,NA,NA
San Jacinto Community College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,Public,4-year,31110,Pasadena,TX,8,5,1,1,21
"California State Polytechnic University, Pomona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,Public,4-year,30014,NA,NA,NA,NA,NA,NA,NA
College of Southern Nevada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV,Public,4-year,29965,Las Vegas,NV,14,15,1,2,11
Weber State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT,Public,4-year,29596,Ogden,UT,18,15,1,3,13
"Chamberlain University, Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL,PrivFp,4-year,29481,NA,NA,NA,NA,NA,NA,NA
"Indiana University-Purdue University, Indianapolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN,Public,4-year,29390,NA,NA,NA,NA,NA,NA,NA
"Colorado Technical University, Colorado Springs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO,PrivFp,4-year,28244,NA,NA,NA,NA,NA,NA,NA
South Texas College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,Public,4-year,28233,McAllen,TX,14,12,1,2,12
"University of Oklahoma, Norman Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OK,Public,4-year,27772,NA,NA,NA,NA,NA,NA,NA
Columbus State Community College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OH,Public,2-year,27621,Columbus,OH,6,5,1,1,11
\1\College and university campuses ranked by fall 2020 enrollment data.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"\2\""PrivNp"" stands for private nonprofit. ""PrivFp"" stands for private for-profit.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOTE: Degree-granting institutions grant associate's or higher degrees and participate in Title IV federal financial aid programs. Includes enrollment in online and distance education.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOURCE: U.S. Department of Education, National Center for Education Statistics, Integrated Postsecondary Education Data System (IPEDS), Spring 2021, Fall Enrollment component. (This table was prepared March 2022.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
